,gender,race,race_o,field,met,match,d_d_age,d_importance_same_race,d_importance_same_religion,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,d_interests_correlate,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,d_like,d_guess_prob_liked
4476,female,european/caucasian-american,other,ma teaching social studies,0.0,0,[0-1],[2-5],[6-10],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-15],[16-20],[16-20],[16-20],[16-20],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[6-8],[0-0.33],[5-6],[0-3],[0-2],[6-8],[5-6]
7190,male,latino/hispanic american,european/caucasian-american,neurosciences/stem cells,0.0,0,[4-6],[0-1],[0-1],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[0-5],[9-10],[9-10],[6-8],[9-10],[6-8],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[0.33-1],[7-10],[0-3],[0-2],[6-8],[0-4]
7746,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,medicine,0.0,0,[2-3],[6-10],[6-10],[16-20],[0-15],[21-100],[21-100],[0-15],[16-20],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[0-15],[16-20],[21-100],[16-20],[0-15],[0-15],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[0.33-1],[5-6],[0-3],[3-5],[0-5],[0-4]
6780,male,asian/pacific islander/asian-american,european/caucasian-american,mba,0.0,0,[7-37],[2-5],[0-1],[21-100],[0-15],[16-20],[21-100],[16-20],[0-15],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[16-20],[21-100],[0-15],[16-20],[0-15],[0-15],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0.33-1],[0-4],[0-3],[0-2],[0-5],[0-4]
6239,male,black/african american,european/caucasian-american,international affairs,0.0,0,[4-6],[0-1],[0-1],[21-100],[16-20],[0-15],[0-15],[0-15],[16-20],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[0-4]
7181,male,latino/hispanic american,asian/pacific islander/asian-american,neurosciences/stem cells,0.0,0,[2-3],[0-1],[0-1],[0-15],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[9-10],[0-5],[6-8],[0-5],[0-5],[0.33-1],[7-10],[0-3],[0-2],[6-8],[0-4]
4487,female,european/caucasian-american,european/caucasian-american,education policy,0.0,0,[0-1],[6-10],[6-10],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[0-0.33],[0-4],[0-3],[3-5],[6-8],[5-6]
1730,female,latino/hispanic american,european/caucasian-american,english,0.0,0,[2-3],[0-1],[2-5],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0.33-1],[0-4],[4-9],[0-2],[6-8],[7-10]
7114,male,european/caucasian-american,european/caucasian-american,teaching of english,0.0,0,[4-6],[6-10],[0-1],[0-15],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[21-100],[16-20],[0-15],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[9-10],[9-10],[6-8],[0-5],[0-0.33],[5-6],[0-3],[3-5],[6-8],[5-6]
7003,female,black/african american,asian/pacific islander/asian-american,biotechnology,0.0,0,[0-1],[0-1],[0-1],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-15],[16-20],[0-15],[21-100],[0-15],[16-20],[9-10],[9-10],[9-10],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[9-10],[0-0.33],[7-10],[0-3],[5-18],[6-8],[7-10]
6857,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,electrical engineering,0.0,0,[7-37],[0-1],[2-5],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[0-5],[0-5],[0-5],[21-100],[21-100],[0-15],[0-15],[0-15],[16-20],[0-5],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[0-0.33],[7-10],[0-3],[3-5],[6-8],[0-4]
4899,female,european/caucasian-american,european/caucasian-american,english education,0.0,0,[7-37],[0-1],[0-1],[21-100],[0-15],[0-15],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[0-0.33],[5-6],[0-3],[0-2],[9-10],[7-10]
999,male,other,european/caucasian-american,law,0.0,0,[2-3],[2-5],[2-5],[0-15],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[3-5],[6-8],[5-6]
7163,male,black/african american,other,african-american studies/history,0.0,0,[4-6],[2-5],[2-5],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[16-20],[0-15],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[-1-0],[5-6],[0-3],[5-18],[9-10],[7-10]
586,male,european/caucasian-american,latino/hispanic american,psychology,0.0,0,[2-3],[2-5],[2-5],[16-20],[0-15],[16-20],[16-20],[21-100],[0-15],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[0.33-1],[7-10],[4-9],[3-5],[6-8],[5-6]
2819,female,european/caucasian-american,latino/hispanic american,business,1.0,0,[2-3],[6-10],[6-10],[0-15],[0-15],[0-15],[0-15],[21-100],[21-100],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[0-5],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0-0.33],[0-4],[0-3],[0-2],[9-10],[7-10]
3984,female,european/caucasian-american,european/caucasian-american,social work,0.0,0,[4-6],[6-10],[6-10],[16-20],[16-20],[0-15],[21-100],[0-15],[0-15],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-15],[0-15],[21-100],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[9-10],[0-5],[-1-0],[7-10],[0-3],[0-2],[6-8],[5-6]
2694,female,asian/pacific islander/asian-american,other,international affairs,0.0,0,[2-3],[6-10],[2-5],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[9-10],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[-1-0],[5-6],[0-3],[0-2],[0-5],[0-4]
3870,female,european/caucasian-american,european/caucasian-american,french,0.0,0,[2-3],[2-5],[2-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[21-100],[16-20],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[0-5],[6-8],[0-0.33],[0-4],[0-3],[3-5],[6-8],[7-10]
6976,female,latino/hispanic american,latino/hispanic american,urban planning,0.0,0,[4-6],[0-1],[2-5],[21-100],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[21-100],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[0.33-1],[0-4],[0-3],[5-18],[6-8],[7-10]
3482,female,latino/hispanic american,european/caucasian-american,sociology,0.0,0,[4-6],[2-5],[2-5],[16-20],[0-15],[21-100],[0-15],[0-15],[21-100],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[9-10],[9-10],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[0.33-1],[5-6],[0-3],[3-5],[0-5],[0-4]
8024,male,european/caucasian-american,asian/pacific islander/asian-american,math,0.0,0,[7-37],[0-1],[0-1],[0-15],[21-100],[21-100],[0-15],[0-15],[16-20],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[0-0.33],[7-10],[0-3],[3-5],[0-5],[5-6]
229,female,black/african american,european/caucasian-american,tc [health ed],0.0,0,[0-1],[0-1],[2-5],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0.33-1],[0-4],[0-3],[0-2],[6-8],[5-6]
8076,male,european/caucasian-american,european/caucasian-american,law,0.0,0,[0-1],[6-10],[6-10],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-0.33],[7-10],[0-3],[5-18],[6-8],[5-6]
452,female,european/caucasian-american,european/caucasian-american,statistics,0.0,0,[4-6],[6-10],[6-10],[0-15],[16-20],[0-15],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[16-20],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[-1-0],[5-6],[4-9],[0-2],[0-5],[5-6]
3611,female,asian/pacific islander/asian-american,latino/hispanic american,sociology,0.0,0,[4-6],[0-1],[0-1],[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[21-100],[21-100],[0-15],[0-15],[0-15],[16-20],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0.33-1],[7-10],[0-3],[5-18],[6-8],[5-6]
7683,female,european/caucasian-american,european/caucasian-american,social work,0.0,0,[2-3],[2-5],[0-1],[16-20],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0.33-1],[5-6],[0-3],[3-5],[6-8],[5-6]
2557,male,european/caucasian-american,european/caucasian-american,electrical engineering,0.0,0,[2-3],[0-1],[0-1],[16-20],[21-100],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[21-100],[16-20],[16-20],[16-20],[6-8],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[0-4]
4702,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,finance/economics,0.0,0,[7-37],[0-1],[0-1],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[-1-0],[7-10],[0-3],[3-5],[6-8],[7-10]
8274,male,european/caucasian-american,european/caucasian-american,business,0.0,0,[7-37],[6-10],[6-10],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[21-100],[0-15],[16-20],[0-15],[0-15],[16-20],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[0-0.33],[7-10],[0-3],[3-5],[0-5],[5-6]
7792,female,latino/hispanic american,european/caucasian-american,social work,0.0,0,[4-6],[2-5],[2-5],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[0-15],[0-15],[21-100],[16-20],[0-15],[0-15],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[6-8],[6-8],[0-5],[9-10],[6-8],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[0-0.33],[5-6],[0-3],[0-2],[0-5],[0-4]
7655,female,other,other,social work/sipa,0.0,0,[4-6],[2-5],[0-1],[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[0-5],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[0-5],[-1-0],[5-6],[0-3],[3-5],[0-5],[0-4]
3876,female,european/caucasian-american,other,french,0.0,0,[4-6],[2-5],[2-5],[16-20],[16-20],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[16-20],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[0-5],[6-8],[0-0.33],[0-4],[0-3],[3-5],[0-5],[5-6]
200,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,operations research,1.0,0,[4-6],[6-10],[6-10],[21-100],[16-20],[21-100],[16-20],[0-15],[0-15],[0-5],[9-10],[9-10],[6-8],[0-5],[6-8],[0-15],[16-20],[16-20],[16-20],[16-20],[16-20],[0-5],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[-1-0],[5-6],[0-3],[0-2],[9-10],[0-4]
7475,female,asian/pacific islander/asian-american,european/caucasian-american,electrical engineering,0.0,0,[2-3],[2-5],[2-5],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[16-20],[0-15],[0-15],[21-100],[0-15],[0-15],[6-8],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[9-10],[0-5],[9-10],[6-8],[0-5],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[0.33-1],[5-6],[0-3],[5-18],[0-5],[0-4]
39,female,european/caucasian-american,european/caucasian-american,law,0.0,0,[0-1],[0-1],[0-1],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[-1-0],[0-4],[0-3],[0-2],[9-10],[7-10]
1917,female,european/caucasian-american,european/caucasian-american,law,1.0,0,[7-37],[6-10],[2-5],[0-15],[16-20],[16-20],[16-20],[16-20],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[21-100],[21-100],[0-15],[16-20],[16-20],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[0-5],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0.33-1],[5-6],[0-3],[3-5],[6-8],[5-6]
8080,male,european/caucasian-american,european/caucasian-american,law,0.0,0,[4-6],[6-10],[6-10],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-0.33],[7-10],[0-3],[5-18],[6-8],[0-4]
1297,female,european/caucasian-american,european/caucasian-american,international educational development,0.0,0,[2-3],[0-1],[2-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-15],[16-20],[16-20],[16-20],[16-20],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[9-10],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[9-10],[0-5],[9-10],[9-10],[6-8],[9-10],[6-8],[9-10],[-1-0],[5-6],[4-9],[3-5],[0-5],[5-6]
3755,female,asian/pacific islander/asian-american,european/caucasian-american,genetics,1.0,0,[7-37],[2-5],[2-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[0-5],[0.33-1],[5-6],[0-3],[3-5],[6-8],[5-6]
6423,male,european/caucasian-american,european/caucasian-american,mba,0.0,0,[4-6],[2-5],[0-1],[0-15],[16-20],[0-15],[21-100],[0-15],[0-15],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-15],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0.33-1],[0-4],[0-3],[0-2],[0-5],[5-6]
3472,female,asian/pacific islander/asian-american,european/caucasian-american,business,0.0,0,[0-1],[0-1],[0-1],[16-20],[16-20],[16-20],[0-15],[0-15],[16-20],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[-1-0],[0-4],[0-3],[0-2],[6-8],[5-6]
5,female,asian/pacific islander/asian-american,european/caucasian-american,law,0.0,0,[4-6],[2-5],[2-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[9-10],[0-5],[6-8],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[0-0.33],[0-4],[0-3],[3-5],[6-8],[5-6]
