,wave,gender,age,age_o,d_age,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,guess_prob_liked,met,match
7543,21,female,23.0,26.0,3,european/caucasian-american,asian/pacific islander/asian-american,0,8.0,5.0,nonfiction writing,25.0,20.0,20.0,20.0,5.0,10.0,6.0,6.0,5.0,6.0,4.0,2.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,4.0,7.0,9.0,6.0,8.0,3.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,0.07,6.0,,1.0,5.0,0.0,0
7544,21,female,23.0,26.0,3,european/caucasian-american,european/caucasian-american,1,8.0,5.0,nonfiction writing,25.0,25.0,25.0,13.0,12.0,0.0,7.0,7.0,6.0,6.0,,4.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,4.0,5.0,7.0,5.0,6.0,3.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,0.6,6.0,,1.0,3.0,0.0,0
7545,21,female,23.0,24.0,1,european/caucasian-american,other,0,8.0,5.0,nonfiction writing,30.0,30.0,30.0,5.0,2.0,3.0,7.0,8.0,7.0,7.0,8.0,7.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,4.0,5.0,6.0,7.0,6.0,,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,0.26,6.0,,1.0,4.0,0.0,0
7546,21,female,23.0,23.0,0,european/caucasian-american,european/caucasian-american,1,8.0,5.0,nonfiction writing,23.0,14.0,19.0,16.0,10.0,18.0,9.0,8.0,8.0,8.0,7.0,8.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,7.0,6.0,8.0,8.0,8.0,7.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,-0.19,6.0,,1.0,6.0,0.0,1
7547,21,female,23.0,29.0,6,european/caucasian-american,european/caucasian-american,1,8.0,5.0,nonfiction writing,30.0,20.0,20.0,20.0,10.0,0.0,8.0,6.0,6.0,8.0,7.0,3.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,7.0,5.0,6.0,8.0,7.0,,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,0.32,6.0,,1.0,6.0,0.0,0
7548,21,female,23.0,22.0,1,european/caucasian-american,asian/pacific islander/asian-american,0,8.0,5.0,nonfiction writing,20.0,5.0,25.0,25.0,5.0,20.0,6.0,8.0,9.0,8.0,,5.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,6.0,5.0,8.0,8.0,8.0,,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,0.19,6.0,,1.0,3.0,0.0,0
7549,21,female,23.0,32.0,9,european/caucasian-american,european/caucasian-american,1,8.0,5.0,nonfiction writing,50.0,0.0,10.0,30.0,0.0,10.0,5.0,4.0,7.0,4.0,7.0,4.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,4.0,5.0,8.0,8.0,8.0,6.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,-0.08,6.0,,1.0,5.0,0.0,0
7550,21,female,23.0,22.0,1,european/caucasian-american,european/caucasian-american,1,8.0,5.0,nonfiction writing,30.0,10.0,20.0,15.0,15.0,10.0,8.0,5.0,8.0,6.0,5.0,7.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,4.0,4.0,7.0,6.0,8.0,3.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,0.27,6.0,,1.0,4.0,0.0,0
7551,21,female,23.0,24.0,1,european/caucasian-american,european/caucasian-american,1,8.0,5.0,nonfiction writing,20.0,15.0,20.0,20.0,15.0,10.0,6.0,7.0,7.0,6.0,5.0,3.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,4.0,5.0,8.0,9.0,7.0,3.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,-0.11,6.0,,1.0,4.0,0.0,0
7552,21,female,23.0,23.0,0,european/caucasian-american,asian/pacific islander/asian-american,0,8.0,5.0,nonfiction writing,40.0,30.0,0.0,20.0,0.0,10.0,9.0,9.0,9.0,8.0,7.0,5.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,4.0,5.0,8.0,5.0,8.0,4.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,0.21,6.0,,1.0,3.0,0.0,0
7553,21,female,23.0,23.0,0,european/caucasian-american,asian/pacific islander/asian-american,0,8.0,5.0,nonfiction writing,25.0,15.0,20.0,20.0,10.0,10.0,8.0,4.0,6.0,7.0,4.0,2.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,4.0,7.0,8.0,6.0,8.0,,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,-0.3,6.0,,1.0,6.0,0.0,0
7554,21,female,23.0,24.0,1,european/caucasian-american,asian/pacific islander/asian-american,0,8.0,5.0,nonfiction writing,20.0,16.0,16.0,17.0,16.0,15.0,8.0,8.0,7.0,7.0,8.0,3.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,5.0,6.0,7.0,8.0,7.0,,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,-0.26,6.0,,1.0,4.0,0.0,0
7555,21,female,23.0,23.0,0,european/caucasian-american,asian/pacific islander/asian-american,0,8.0,5.0,nonfiction writing,15.0,25.0,20.0,10.0,10.0,20.0,8.0,2.0,4.0,5.0,5.0,4.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,5.0,5.0,7.0,8.0,7.0,4.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,-0.64,6.0,,1.0,3.0,0.0,0
7556,21,female,23.0,24.0,1,european/caucasian-american,european/caucasian-american,1,8.0,5.0,nonfiction writing,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,,,,,,,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,0.27,6.0,,1.0,,,0
7557,21,female,23.0,30.0,7,european/caucasian-american,european/caucasian-american,1,8.0,5.0,nonfiction writing,35.0,10.0,20.0,25.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,6.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,9.0,7.0,7.0,8.0,8.0,,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,0.26,6.0,,1.0,4.0,0.0,0
7558,21,female,23.0,30.0,7,european/caucasian-american,european/caucasian-american,1,8.0,5.0,nonfiction writing,25.0,20.0,20.0,20.0,0.0,15.0,5.0,7.0,7.0,5.0,5.0,1.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,6.0,8.0,8.0,7.0,6.0,,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,0.4,6.0,,1.0,4.0,0.0,0
7559,21,female,23.0,30.0,7,european/caucasian-american,european/caucasian-american,1,8.0,5.0,nonfiction writing,40.0,10.0,20.0,10.0,0.0,20.0,7.0,7.0,5.0,3.0,3.0,3.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,0.29,6.0,,1.0,6.0,0.0,0
7560,21,female,23.0,28.0,5,european/caucasian-american,european/caucasian-american,1,8.0,5.0,nonfiction writing,20.0,20.0,20.0,20.0,0.0,20.0,6.0,7.0,7.0,8.0,7.0,5.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,4.0,6.0,7.0,6.0,6.0,,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,-0.22,6.0,,1.0,4.0,0.0,0
7561,21,female,23.0,30.0,7,european/caucasian-american,european/caucasian-american,1,8.0,5.0,nonfiction writing,30.0,3.0,30.0,30.0,3.0,4.0,6.0,6.0,7.0,6.0,4.0,4.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,2.0,3.0,3.0,5.0,5.0,,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,0.22,6.0,,1.0,5.0,0.0,0
7562,21,female,23.0,27.0,4,european/caucasian-american,black/african american,0,8.0,5.0,nonfiction writing,40.0,20.0,20.0,20.0,0.0,0.0,9.0,7.0,8.0,7.0,7.0,5.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,3.0,5.0,6.0,5.0,4.0,,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,0.16,6.0,,1.0,6.0,0.0,0
7563,21,female,23.0,25.0,2,european/caucasian-american,european/caucasian-american,1,8.0,5.0,nonfiction writing,70.0,0.0,15.0,15.0,0.0,0.0,7.0,,5.0,5.0,5.0,4.0,20.0,20.0,20.0,15.0,10.0,15.0,8.0,10.0,8.0,10.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,3.0,8.0,9.0,8.0,9.0,10.0,7.0,10.0,5.0,9.0,0.39,6.0,,1.0,5.0,0.0,1
7564,21,female,27.0,25.0,2,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,9.0,3.0,biochemistry & molecular biophysics,15.0,30.0,20.0,20.0,10.0,5.0,10.0,8.0,10.0,10.0,10.0,5.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,6.0,7.0,8.0,7.0,8.0,6.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,-0.33,2.0,,4.0,7.0,0.0,0
7565,21,female,27.0,26.0,1,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,9.0,3.0,biochemistry & molecular biophysics,25.0,20.0,20.0,20.0,5.0,10.0,7.0,4.0,7.0,3.0,5.0,3.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,3.0,8.0,7.0,3.0,6.0,6.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,-0.22,2.0,,4.0,5.0,0.0,0
7566,21,female,27.0,26.0,1,asian/pacific islander/asian-american,european/caucasian-american,0,9.0,3.0,biochemistry & molecular biophysics,25.0,25.0,25.0,13.0,12.0,0.0,7.0,8.0,5.0,5.0,,,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,6.0,7.0,7.0,7.0,6.0,8.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,0.03,2.0,,4.0,6.0,0.0,0
7567,21,female,27.0,24.0,3,asian/pacific islander/asian-american,other,0,9.0,3.0,biochemistry & molecular biophysics,30.0,30.0,30.0,5.0,2.0,3.0,7.0,8.0,8.0,8.0,7.0,8.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,5.0,8.0,7.0,5.0,6.0,6.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,0.12,2.0,,4.0,5.0,0.0,0
7568,21,female,27.0,23.0,4,asian/pacific islander/asian-american,european/caucasian-american,0,9.0,3.0,biochemistry & molecular biophysics,23.0,14.0,19.0,16.0,10.0,18.0,9.0,7.0,9.0,8.0,8.0,6.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,10.0,10.0,10.0,9.0,5.0,6.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,0.46,2.0,,4.0,10.0,1.0,1
7569,21,female,27.0,29.0,2,asian/pacific islander/asian-american,european/caucasian-american,0,9.0,3.0,biochemistry & molecular biophysics,30.0,20.0,20.0,20.0,10.0,0.0,10.0,8.0,9.0,9.0,9.0,7.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,0.44,2.0,,4.0,7.0,0.0,1
7570,21,female,27.0,22.0,5,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,9.0,3.0,biochemistry & molecular biophysics,20.0,5.0,25.0,25.0,5.0,20.0,8.0,8.0,8.0,6.0,6.0,4.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,0.62,2.0,,4.0,7.0,0.0,0
7571,21,female,27.0,32.0,5,asian/pacific islander/asian-american,european/caucasian-american,0,9.0,3.0,biochemistry & molecular biophysics,50.0,0.0,10.0,30.0,0.0,10.0,6.0,3.0,5.0,6.0,5.0,4.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,6.0,8.0,7.0,8.0,7.0,8.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,0.09,2.0,,4.0,7.0,0.0,0
7572,21,female,27.0,22.0,5,asian/pacific islander/asian-american,european/caucasian-american,0,9.0,3.0,biochemistry & molecular biophysics,30.0,10.0,20.0,15.0,15.0,10.0,9.0,4.0,5.0,7.0,8.0,9.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,5.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,0.12,2.0,,4.0,5.0,0.0,0
7573,21,female,27.0,24.0,3,asian/pacific islander/asian-american,european/caucasian-american,0,9.0,3.0,biochemistry & molecular biophysics,20.0,15.0,20.0,20.0,15.0,10.0,7.0,5.0,5.0,6.0,5.0,3.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,5.0,7.0,7.0,7.0,7.0,6.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,0.21,2.0,,4.0,4.0,0.0,0
7574,21,female,27.0,23.0,4,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,9.0,3.0,biochemistry & molecular biophysics,40.0,30.0,0.0,20.0,0.0,10.0,7.0,6.0,10.0,7.0,9.0,4.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,-0.27,2.0,,4.0,5.0,0.0,1
7575,21,female,27.0,23.0,4,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,9.0,3.0,biochemistry & molecular biophysics,25.0,15.0,20.0,20.0,10.0,10.0,9.0,4.0,6.0,7.0,6.0,6.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,4.0,6.0,7.0,6.0,7.0,6.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,0.58,2.0,,4.0,4.0,0.0,0
7576,21,female,27.0,24.0,3,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,9.0,3.0,biochemistry & molecular biophysics,20.0,16.0,16.0,17.0,16.0,15.0,9.0,8.0,8.0,8.0,8.0,7.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,5.0,8.0,7.0,7.0,7.0,6.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,-0.05,2.0,,4.0,6.0,0.0,0
7577,21,female,27.0,23.0,4,asian/pacific islander/asian-american,asian/pacific islander/asian-american,1,9.0,3.0,biochemistry & molecular biophysics,15.0,25.0,20.0,10.0,10.0,20.0,6.0,4.0,5.0,5.0,4.0,4.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,5.0,7.0,6.0,7.0,6.0,6.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,0.26,2.0,,4.0,4.0,0.0,0
7578,21,female,27.0,24.0,3,asian/pacific islander/asian-american,european/caucasian-american,0,9.0,3.0,biochemistry & molecular biophysics,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,,,,,,,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,-0.18,2.0,,4.0,,,0
7579,21,female,27.0,30.0,3,asian/pacific islander/asian-american,european/caucasian-american,0,9.0,3.0,biochemistry & molecular biophysics,35.0,10.0,20.0,25.0,5.0,5.0,5.0,3.0,5.0,6.0,8.0,5.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,6.0,7.0,8.0,7.0,7.0,6.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,-0.07,2.0,,4.0,5.0,0.0,0
7580,21,female,27.0,30.0,3,asian/pacific islander/asian-american,european/caucasian-american,0,9.0,3.0,biochemistry & molecular biophysics,25.0,20.0,20.0,20.0,0.0,15.0,5.0,7.0,7.0,5.0,5.0,1.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,6.0,9.0,7.0,6.0,7.0,6.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,0.37,2.0,,4.0,5.0,0.0,0
7581,21,female,27.0,30.0,3,asian/pacific islander/asian-american,european/caucasian-american,0,9.0,3.0,biochemistry & molecular biophysics,40.0,10.0,20.0,10.0,0.0,20.0,6.0,4.0,4.0,6.0,4.0,3.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,6.0,8.0,8.0,7.0,6.0,7.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,-0.1,2.0,,4.0,6.0,0.0,0
7582,21,female,27.0,28.0,1,asian/pacific islander/asian-american,european/caucasian-american,0,9.0,3.0,biochemistry & molecular biophysics,20.0,20.0,20.0,20.0,0.0,20.0,5.0,7.0,6.0,6.0,6.0,6.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,6.0,7.0,7.0,8.0,7.0,6.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,0.49,2.0,,4.0,5.0,0.0,1
7583,21,female,27.0,30.0,3,asian/pacific islander/asian-american,european/caucasian-american,0,9.0,3.0,biochemistry & molecular biophysics,30.0,3.0,30.0,30.0,3.0,4.0,7.0,6.0,6.0,6.0,6.0,4.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,4.0,7.0,7.0,7.0,7.0,6.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,0.63,2.0,,4.0,4.0,0.0,0
7584,21,female,27.0,27.0,0,asian/pacific islander/asian-american,black/african american,0,9.0,3.0,biochemistry & molecular biophysics,40.0,20.0,20.0,20.0,0.0,0.0,5.0,6.0,7.0,7.0,7.0,5.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,0.53,2.0,,4.0,9.0,0.0,1
7585,21,female,27.0,25.0,2,asian/pacific islander/asian-american,european/caucasian-american,0,9.0,3.0,biochemistry & molecular biophysics,70.0,0.0,15.0,15.0,0.0,0.0,8.0,7.0,8.0,9.0,8.0,8.0,58.0,5.0,8.0,10.0,7.0,12.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,3.0,3.0,6.0,10.0,9.0,9.0,5.0,5.0,8.0,9.0,6.0,9.0,4.0,9.0,9.0,9.0,3.0,0.59,2.0,,4.0,6.0,0.0,1
7586,21,female,30.0,25.0,5,latino/hispanic american,asian/pacific islander/asian-american,0,1.0,1.0,acting,15.0,30.0,20.0,20.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,15.0,20.0,20.0,20.0,5.0,10.0,8.0,9.0,7.0,9.0,7.0,3.0,7.0,8.0,6.0,5.0,4.0,2.0,1.0,9.0,9.0,6.0,8.0,4.0,1.0,2.0,9.0,3.0,10.0,8.0,4.0,4.0,3.0,9.0,0.05,3.0,,,4.0,0.0,0
7587,21,female,30.0,26.0,4,latino/hispanic american,asian/pacific islander/asian-american,0,1.0,1.0,acting,25.0,20.0,20.0,20.0,5.0,10.0,8.0,8.0,7.0,8.0,8.0,5.0,15.0,20.0,20.0,20.0,5.0,10.0,8.0,9.0,7.0,9.0,7.0,5.0,8.0,7.0,5.0,6.0,3.0,2.0,1.0,9.0,9.0,6.0,8.0,4.0,1.0,2.0,9.0,3.0,10.0,8.0,4.0,4.0,3.0,9.0,0.0,3.0,,,3.0,0.0,0
7588,21,female,30.0,26.0,4,latino/hispanic american,european/caucasian-american,0,1.0,1.0,acting,25.0,25.0,25.0,13.0,12.0,0.0,,,,,,,15.0,20.0,20.0,20.0,5.0,10.0,8.0,9.0,7.0,9.0,7.0,,,,,,,2.0,1.0,9.0,9.0,6.0,8.0,4.0,1.0,2.0,9.0,3.0,10.0,8.0,4.0,4.0,3.0,9.0,0.3,3.0,,,,,0
7589,21,female,30.0,24.0,6,latino/hispanic american,other,0,1.0,1.0,acting,30.0,30.0,30.0,5.0,2.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,15.0,20.0,20.0,20.0,5.0,10.0,8.0,9.0,7.0,9.0,7.0,3.0,4.0,5.0,6.0,5.0,4.0,2.0,1.0,9.0,9.0,6.0,8.0,4.0,1.0,2.0,9.0,3.0,10.0,8.0,4.0,4.0,3.0,9.0,-0.01,3.0,,,4.0,0.0,0
7590,21,female,30.0,23.0,7,latino/hispanic american,european/caucasian-american,0,1.0,1.0,acting,23.0,14.0,19.0,16.0,10.0,18.0,8.0,8.0,8.0,7.0,7.0,7.0,15.0,20.0,20.0,20.0,5.0,10.0,8.0,9.0,7.0,9.0,7.0,2.0,4.0,8.0,6.0,8.0,5.0,2.0,1.0,9.0,9.0,6.0,8.0,4.0,1.0,2.0,9.0,3.0,10.0,8.0,4.0,4.0,3.0,9.0,0.18,3.0,,,3.0,0.0,0
7591,21,female,30.0,29.0,1,latino/hispanic american,european/caucasian-american,0,1.0,1.0,acting,30.0,20.0,20.0,20.0,10.0,0.0,,,,,,,15.0,20.0,20.0,20.0,5.0,10.0,8.0,9.0,7.0,9.0,7.0,,,,,,,2.0,1.0,9.0,9.0,6.0,8.0,4.0,1.0,2.0,9.0,3.0,10.0,8.0,4.0,4.0,3.0,9.0,0.32,3.0,,,,,0
7592,21,female,30.0,22.0,8,latino/hispanic american,asian/pacific islander/asian-american,0,1.0,1.0,acting,20.0,5.0,25.0,25.0,5.0,20.0,7.0,8.0,7.0,8.0,7.0,6.0,15.0,20.0,20.0,20.0,5.0,10.0,8.0,9.0,7.0,9.0,7.0,5.0,4.0,6.0,5.0,4.0,3.0,2.0,1.0,9.0,9.0,6.0,8.0,4.0,1.0,2.0,9.0,3.0,10.0,8.0,4.0,4.0,3.0,9.0,0.56,3.0,,,5.0,0.0,0
7593,21,female,30.0,32.0,2,latino/hispanic american,european/caucasian-american,0,1.0,1.0,acting,50.0,0.0,10.0,30.0,0.0,10.0,3.0,4.0,5.0,4.0,5.0,6.0,15.0,20.0,20.0,20.0,5.0,10.0,8.0,9.0,7.0,9.0,7.0,6.0,7.0,7.0,7.0,8.0,5.0,2.0,1.0,9.0,9.0,6.0,8.0,4.0,1.0,2.0,9.0,3.0,10.0,8.0,4.0,4.0,3.0,9.0,0.27,3.0,,,6.0,0.0,0
7594,21,female,30.0,22.0,8,latino/hispanic american,european/caucasian-american,0,1.0,1.0,acting,30.0,10.0,20.0,15.0,15.0,10.0,,,,,,,15.0,20.0,20.0,20.0,5.0,10.0,8.0,9.0,7.0,9.0,7.0,,,,,,,2.0,1.0,9.0,9.0,6.0,8.0,4.0,1.0,2.0,9.0,3.0,10.0,8.0,4.0,4.0,3.0,9.0,0.35,3.0,,,,,0
