,gender,race,race_o,field,met,match,d_d_age,d_importance_same_race,d_importance_same_religion,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,d_interests_correlate,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,d_like,d_guess_prob_liked
6895,female,european/caucasian-american,black/african american,consulting,0.0,0,[4-6],[6-10],[2-5],[16-20],[0-15],[16-20],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[-1-0],[7-10],[0-3],[3-5],[6-8],[5-6]
6896,female,european/caucasian-american,latino/hispanic american,consulting,0.0,0,[7-37],[6-10],[2-5],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0.33-1],[7-10],[0-3],[3-5],[0-5],[0-4]
6897,female,european/caucasian-american,asian/pacific islander/asian-american,consulting,0.0,0,[0-1],[6-10],[2-5],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[0-5],[0-5],[0-5],[9-10],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-0.33],[7-10],[0-3],[3-5],[0-5],[0-4]
6898,female,european/caucasian-american,asian/pacific islander/asian-american,consulting,0.0,0,[4-6],[6-10],[2-5],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0.33-1],[7-10],[0-3],[3-5],[6-8],[0-4]
6899,female,european/caucasian-american,european/caucasian-american,consulting,0.0,1,[4-6],[6-10],[2-5],[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-0.33],[7-10],[0-3],[3-5],[6-8],[5-6]
6900,female,european/caucasian-american,european/caucasian-american,consulting,0.0,1,[4-6],[6-10],[2-5],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[9-10],[6-8],[6-8],[6-8],[9-10],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0.33-1],[7-10],[0-3],[3-5],[6-8],[5-6]
6901,female,european/caucasian-american,latino/hispanic american,consulting,0.0,1,[4-6],[6-10],[2-5],[21-100],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0.33-1],[7-10],[0-3],[3-5],[6-8],[5-6]
6902,female,european/caucasian-american,other,consulting,0.0,1,[4-6],[6-10],[2-5],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[9-10],[6-8],[9-10],[6-8],[9-10],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-0.33],[7-10],[0-3],[3-5],[6-8],[5-6]
6904,female,european/caucasian-american,european/caucasian-american,consulting,0.0,0,[4-6],[6-10],[2-5],[21-100],[21-100],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-0.33],[7-10],[0-3],[3-5],[6-8],[5-6]
6905,female,european/caucasian-american,other,consulting,0.0,1,[7-37],[6-10],[2-5],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[-1-0],[7-10],[0-3],[3-5],[6-8],[5-6]
6906,female,other,european/caucasian-american,human rights: middle east,0.0,0,[2-3],[2-5],[2-5],[21-100],[16-20],[0-15],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[0.33-1],[0-4],[0-3],[0-2],[0-5],[0-4]
6907,female,other,european/caucasian-american,human rights: middle east,0.0,1,[4-6],[2-5],[2-5],[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[0-0.33],[0-4],[0-3],[0-2],[6-8],[7-10]
6908,female,other,european/caucasian-american,human rights: middle east,0.0,0,[2-3],[2-5],[2-5],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[0.33-1],[0-4],[0-3],[0-2],[6-8],[5-6]
6910,female,other,black/african american,human rights: middle east,0.0,0,[4-6],[2-5],[2-5],[16-20],[0-15],[16-20],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[-1-0],[0-4],[0-3],[0-2],[6-8],[7-10]
6911,female,other,latino/hispanic american,human rights: middle east,0.0,0,[7-37],[2-5],[2-5],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[0.33-1],[0-4],[0-3],[0-2],[0-5],[5-6]
6912,female,other,asian/pacific islander/asian-american,human rights: middle east,0.0,0,[0-1],[2-5],[2-5],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[0-0.33],[0-4],[0-3],[0-2],[0-5],[5-6]
6913,female,other,asian/pacific islander/asian-american,human rights: middle east,0.0,0,[4-6],[2-5],[2-5],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[9-10],[6-8],[6-8],[6-8],[9-10],[6-8],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[0-0.33],[0-4],[0-3],[0-2],[0-5],[7-10]
6914,female,other,european/caucasian-american,human rights: middle east,0.0,0,[2-3],[2-5],[2-5],[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[-1-0],[0-4],[0-3],[0-2],[6-8],[7-10]
6915,female,other,european/caucasian-american,human rights: middle east,0.0,0,[4-6],[2-5],[2-5],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[0.33-1],[0-4],[0-3],[0-2],[6-8],[7-10]
6916,female,other,latino/hispanic american,human rights: middle east,0.0,0,[4-6],[2-5],[2-5],[21-100],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[0.33-1],[0-4],[0-3],[0-2],[0-5],[5-6]
6917,female,other,other,human rights: middle east,0.0,1,[4-6],[2-5],[2-5],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[0-0.33],[0-4],[0-3],[0-2],[6-8],[5-6]
6918,female,other,asian/pacific islander/asian-american,human rights: middle east,0.0,0,[4-6],[2-5],[2-5],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[0-0.33],[0-4],[0-3],[0-2],[6-8],[5-6]
6919,female,other,european/caucasian-american,human rights: middle east,0.0,1,[4-6],[2-5],[2-5],[21-100],[21-100],[21-100],[21-100],[0-15],[0-15],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[0-0.33],[0-4],[0-3],[0-2],[6-8],[5-6]
6920,female,other,other,human rights: middle east,0.0,0,[7-37],[2-5],[2-5],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-15],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[6-8],[-1-0],[0-4],[0-3],[0-2],[0-5],[5-6]
6925,female,asian/pacific islander/asian-american,black/african american,human rights,0.0,1,[4-6],[0-1],[0-1],[16-20],[0-15],[16-20],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[16-20],[0-15],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0.33-1],[0-4],[0-3],[5-18],[6-8],[7-10]
6926,female,asian/pacific islander/asian-american,latino/hispanic american,human rights,0.0,0,[7-37],[0-1],[0-1],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[16-20],[0-15],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-0.33],[0-4],[0-3],[5-18],[6-8],[5-6]
6927,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,human rights,0.0,0,[0-1],[0-1],[0-1],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[16-20],[0-15],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0.33-1],[0-4],[0-3],[5-18],[6-8],[5-6]
6928,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,human rights,0.0,0,[4-6],[0-1],[0-1],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[16-20],[0-15],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-0.33],[0-4],[0-3],[5-18],[6-8],[7-10]
6929,female,asian/pacific islander/asian-american,european/caucasian-american,human rights,0.0,1,[2-3],[0-1],[0-1],[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[-1-0],[0-4],[0-3],[5-18],[6-8],[7-10]
6931,female,asian/pacific islander/asian-american,latino/hispanic american,human rights,0.0,1,[4-6],[0-1],[0-1],[21-100],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[-1-0],[0-4],[0-3],[5-18],[6-8],[5-6]
6932,female,asian/pacific islander/asian-american,other,human rights,0.0,1,[4-6],[0-1],[0-1],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[16-20],[0-15],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-0.33],[0-4],[0-3],[5-18],[6-8],[7-10]
6933,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,human rights,0.0,1,[4-6],[0-1],[0-1],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[16-20],[0-15],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0.33-1],[0-4],[0-3],[5-18],[6-8],[7-10]
6935,female,asian/pacific islander/asian-american,other,human rights,0.0,0,[7-37],[0-1],[0-1],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[16-20],[0-15],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[-1-0],[0-4],[0-3],[5-18],[6-8],[0-4]
6936,female,asian/pacific islander/asian-american,european/caucasian-american,medicine,0.0,0,[4-6],[0-1],[0-1],[21-100],[16-20],[0-15],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[0.33-1],[0-4],[0-3],[3-5],[0-5],[0-4]
6937,female,asian/pacific islander/asian-american,european/caucasian-american,medicine,0.0,1,[0-1],[0-1],[0-1],[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[0-0.33],[0-4],[0-3],[3-5],[6-8],[5-6]
6938,female,asian/pacific islander/asian-american,european/caucasian-american,medicine,0.0,0,[0-1],[0-1],[0-1],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[0.33-1],[0-4],[0-3],[3-5],[0-5],[0-4]
6939,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,medicine,0.0,0,[2-3],[0-1],[0-1],[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[0.33-1],[0-4],[0-3],[3-5],[0-5],[0-4]
6940,female,asian/pacific islander/asian-american,black/african american,medicine,0.0,0,[0-1],[0-1],[0-1],[16-20],[0-15],[16-20],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[0-0.33],[0-4],[0-3],[3-5],[0-5],[0-4]
6941,female,asian/pacific islander/asian-american,latino/hispanic american,medicine,0.0,0,[2-3],[0-1],[0-1],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[0-5],[6-8],[6-8],[9-10],[6-8],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[0.33-1],[0-4],[0-3],[3-5],[6-8],[7-10]
6942,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,medicine,0.0,0,[4-6],[0-1],[0-1],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[0.33-1],[0-4],[0-3],[3-5],[0-5],[0-4]
6943,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,medicine,0.0,1,[0-1],[0-1],[0-1],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[0.33-1],[0-4],[0-3],[3-5],[6-8],[7-10]
6944,female,asian/pacific islander/asian-american,european/caucasian-american,medicine,0.0,1,[0-1],[0-1],[0-1],[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[0-0.33],[0-4],[0-3],[3-5],[6-8],[5-6]
6945,female,asian/pacific islander/asian-american,european/caucasian-american,medicine,0.0,0,[0-1],[0-1],[0-1],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[0.33-1],[0-4],[0-3],[3-5],[0-5],[0-4]
